species,number of plants studied,mycorrhiza type,AM intensity,AM method,EcM intensity,EcM frequency,EcM method,ErM intensity,ErM frequency,ErM method,OrM intensity,OrM frequency,OrM method,remark_mycorrhiza_ type,curator_remark_1_name,curator_remark_1_comment,curator_remark_2_name,curator _remark_2_comment,curator_remark_3_name,curator_remark_3_comment,other_remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eriocaulon cinereum,,non-AM; others not addressed,0,McGonigle et al. 1990: RLC (%),,,,,,,,,,,Leho Tedersoo,in this study 23% reports conflict with predictions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eriocaulon conicum,,non-AM; others not addressed,0,McGonigle et al. 1990: RLC (%),,,,,,,,,,,Leho Tedersoo,in this study 23% reports conflict with predictions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eriocaulon elenorae,,non-AM; others not addressed,0,McGonigle et al. 1990: RLC (%),,,,,,,,,,,Leho Tedersoo,in this study 23% reports conflict with predictions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eriochloa procera,,non-AM; others not addressed,0,McGonigle et al. 1990: RLC (%),,,,,,,,,,,Leho Tedersoo,probably incorrect (this genus is AM; in this study 23% reports conflict with predictions),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eucalyptus globulus,,non-AM; others not addressed,0,McGonigle et al. 1990: RLC (%),,,,,,,,,,,Leho Tedersoo,misleading report from EcM perspective (this genus is EcM-AM; in this study 23% reports conflict with predictions),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Euphorbia antiquorum,,AM; others not addressed,90.02,McGonigle et al. 1990: RLC (%),,,,,,,,,,,Leho Tedersoo,in this study 23% reports conflict with predictions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Euphorbia cyathophora,,non-AM; others not addressed,0,McGonigle et al. 1990: RLC (%),,,,,,,,,,,Leho Tedersoo,probably incorrect (this genus is AM; in this study 23% reports conflict with predictions),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Euphorbia heterophylla,,non-AM; others not addressed,0,McGonigle et al. 1990: RLC (%),,,,,,,,,,,Leho Tedersoo,"probably incorrect (this genus is AM, most reports of this species are AM; in this study 23% reports conflict with predictions)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Euphorbia hirta,,AM; others not addressed,61.68,McGonigle et al. 1990: RLC (%),,,,,,,,,,,Leho Tedersoo,in this study 23% reports conflict with predictions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Euphorbia indica,,AM; others not addressed,53.28,McGonigle et al. 1990: RLC (%),,,,,,,,,,,Leho Tedersoo,in this study 23% reports conflict with predictions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Euphorbia thymifolia,,AM; others not addressed,16.69,McGonigle et al. 1990: RLC (%),,,,,,,,,,,Leho Tedersoo,in this study 23% reports conflict with predictions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Euphorbia tirucalli,,AM; others not addressed,45.65,McGonigle et al. 1990: RLC (%),,,,,,,,,,,Leho Tedersoo,in this study 23% reports conflict with predictions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Euphorbia tortilis,,non-AM; others not addressed,0,McGonigle et al. 1990: RLC (%),,,,,,,,,,,Leho Tedersoo,probably incorrect (this genus is AM; in this study 23% reports conflict with predictions),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Evolvulus alsinoides,,AM; others not addressed,66.14,McGonigle et al. 1990: RLC (%),,,,,,,,,,,Leho Tedersoo,in this study 23% reports conflict with predictions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ficus benghalensis,,non-AM; others not addressed,0,McGonigle et al. 1990: RLC (%),,,,,,,,,,,Leho Tedersoo,"probably incorrect (this genus is AM, most reports of this species are AM; in this study 23% reports conflict with predictions)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ficus religiosa,,non-AM; others not addressed,0,McGonigle et al. 1990: RLC (%),,,,,,,,,,,Leho Tedersoo,"probably incorrect (this genus is AM, most reports of this species are AM; in this study 23% reports conflict with predictions)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fimbristylis consanguinea,,AM; others not addressed,58.33,McGonigle et al. 1990: RLC (%),,,,,,,,,,,Leho Tedersoo,in this study 23% reports conflict with predictions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fimbristylis falcata,,non-AM; others not addressed,0,McGonigle et al. 1990: RLC (%),,,,,,,,,,,Leho Tedersoo,in this study 23% reports conflict with predictions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fimbristylis ovata,,AM; others not addressed,25.86,McGonigle et al. 1990: RLC (%),,,,,,,,,,,Leho Tedersoo,in this study 23% reports conflict with predictions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Galactia tenuiflora,,non-AM; others not addressed,0,McGonigle et al. 1990: RLC (%),,,,,,,,,,,Leho Tedersoo,"probably incorrect (this genus is AM, most reports of this species are AM; in this study 23% reports conflict with predictions)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gisekia pharnaceoides,,non-AM; others not addressed,0,McGonigle et al. 1990: RLC (%),,,,,,,,,,,Leho Tedersoo,in this study 23% reports conflict with predictions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glinus oppositifolius,,non-AM; others not addressed,0,McGonigle et al. 1990: RLC (%),,,,,,,,,,,Leho Tedersoo,in this study 23% reports conflict with predictions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gloriosa superba,,AM; others not addressed,32.38,McGonigle et al. 1990: RLC (%),,,,,,,,,,,Leho Tedersoo,in this study 23% reports conflict with predictions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glossocardia bidens,,AM; others not addressed,93.21,McGonigle et al. 1990: RLC (%),,,,,,,,,,,Leho Tedersoo,in this study 23% reports conflict with predictions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gnaphalium polycaulon,,AM; others not addressed,62.71,McGonigle et al. 1990: RLC (%),,,,,,,,,,,Leho Tedersoo,in this study 23% reports conflict with predictions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gomphrena serrata,,AM; others not addressed,58.89,McGonigle et al. 1990: RLC (%),,,,,,,,,,,Leho Tedersoo,in this study 23% reports conflict with predictions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gossypium hirsutum,,AM; others not addressed,56.93,McGonigle et al. 1990: RLC (%),,,,,,,,,,,Leho Tedersoo,in this study 23% reports conflict with predictions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grangea maderaspatana,,non-AM; others not addressed,0,McGonigle et al. 1990: RLC (%),,,,,,,,,,,Leho Tedersoo,probably incorrect (this genus is AM; in this study 23% reports conflict with predictions),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guazuma ulmifolia,,AM; others not addressed,40.38,McGonigle et al. 1990: RLC (%),,,,,,,,,,,Leho Tedersoo,in this study 23% reports conflict with predictions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hackelochloa granularis,,non-AM; others not addressed,0,McGonigle et al. 1990: RLC (%),,,,,,,,,,,Leho Tedersoo,uncertain; in this study 23% reports conflict with predictions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kohautia aspera,,AM; others not addressed,20.13,McGonigle et al. 1990: RLC (%),,,,,,,,,,,Leho Tedersoo,in this study 23% reports conflict with predictions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oldenlandia corymbosa,,AM; others not addressed,13.24,McGonigle et al. 1990: RLC (%),,,,,,,,,,,Leho Tedersoo,in this study 23% reports conflict with predictions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heliotropium marifolium,,AM; others not addressed,15.36,McGonigle et al. 1990: RLC (%),,,,,,,,,,,Leho Tedersoo,in this study 23% reports conflict with predictions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heliotropium ovalifolium,,AM; others not addressed,41.81,McGonigle et al. 1990: RLC (%),,,,,,,,,,,Leho Tedersoo,in this study 23% reports conflict with predictions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heliotropium supinum,,non-AM; others not addressed,0,McGonigle et al. 1990: RLC (%),,,,,,,,,,,Leho Tedersoo,in this study 23% reports conflict with predictions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hemidesmus indicus,,AM; others not addressed,65.15,McGonigle et al. 1990: RLC (%),,,,,,,,,,,Leho Tedersoo,in this study 23% reports conflict with predictions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heteropogon contortus,,AM; others not addressed,71.87,McGonigle et al. 1990: RLC (%),,,,,,,,,,,Leho Tedersoo,in this study 23% reports conflict with predictions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hypericum japonicum,,AM; others not addressed,54.98,McGonigle et al. 1990: RLC (%),,,,,,,,,,,Leho Tedersoo,in this study 23% reports conflict with predictions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyptis suaveolens,,AM; others not addressed,54.27,McGonigle et al. 1990: RLC (%),,,,,,,,,,,Leho Tedersoo,in this study 23% reports conflict with predictions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Imperata cylindrica,,non-AM; others not addressed,0,McGonigle et al. 1990: RLC (%),,,,,,,,,,,Leho Tedersoo,"probably incorrect (this genus is AM, most reports of this species are AM; in this study 23% reports conflict with predictions)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indigofera colutea,,AM; others not addressed,91,McGonigle et al. 1990: RLC (%),,,,,,,,,,,Leho Tedersoo,in this study 23% reports conflict with predictions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indigofera hirsuta,,AM; others not addressed,82.74,McGonigle et al. 1990: RLC (%),,,,,,,,,,,Leho Tedersoo,in this study 23% reports conflict with predictions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indigofera linnaei,,AM; others not addressed,54.51,McGonigle et al. 1990: RLC (%),,,,,,,,,,,Leho Tedersoo,in this study 23% reports conflict with predictions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indigofera parviflora,,AM; others not addressed,43.3,McGonigle et al. 1990: RLC (%),,,,,,,,,,,Leho Tedersoo,in this study 23% reports conflict with predictions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indigofera trita,,AM; others not addressed,59.53,McGonigle et al. 1990: RLC (%),,,,,,,,,,,Leho Tedersoo,in this study 23% reports conflict with predictions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iphigenia indica,,AM; others not addressed,49.12,McGonigle et al. 1990: RLC (%),,,,,,,,,,,Leho Tedersoo,in this study 23% reports conflict with predictions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipomoea asarifolia,,non-AM; others not addressed,0,McGonigle et al. 1990: RLC (%),,,,,,,,,,,Leho Tedersoo,probably incorrect (this genus is AM; in this study 23% reports conflict with predictions),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipomoea eriocarpa,,AM; others not addressed,48.07,McGonigle et al. 1990: RLC (%),,,,,,,,,,,Leho Tedersoo,in this study 23% reports conflict with predictions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipomoea quamoclit,,AM; others not addressed,80.31,McGonigle et al. 1990: RLC (%),,,,,,,,,,,Leho Tedersoo,in this study 23% reports conflict with predictions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipomoea staphylina,,AM; others not addressed,51.29,McGonigle et al. 1990: RLC (%),,,,,,,,,,,Leho Tedersoo,in this study 23% reports conflict with predictions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isachne globosa,,non-AM; others not addressed,0,McGonigle et al. 1990: RLC (%),,,,,,,,,,,Leho Tedersoo,in this study 23% reports conflict with predictions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jasminum angustifolium,,AM; others not addressed,59.03,McGonigle et al. 1990: RLC (%),,,,,,,,,,,Leho Tedersoo,in this study 23% reports conflict with predictions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jatropha glandulifera,,AM; others not addressed,69.14,McGonigle et al. 1990: RLC (%),,,,,,,,,,,Leho Tedersoo,in this study 23% reports conflict with predictions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Justicia adhatoda,,AM; others not addressed,58.42,McGonigle et al. 1990: RLC (%),,,,,,,,,,,Leho Tedersoo,in this study 23% reports conflict with predictions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Justicia glauca,,AM; others not addressed,53.23,McGonigle et al. 1990: RLC (%),,,,,,,,,,,Leho Tedersoo,in this study 23% reports conflict with predictions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lagascea mollis,,AM; others not addressed,63.32,McGonigle et al. 1990: RLC (%),,,,,,,,,,,Leho Tedersoo,in this study 23% reports conflict with predictions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lantana camara,,non-AM; others not addressed,0,McGonigle et al. 1990: RLC (%),,,,,,,,,,,Leho Tedersoo,"probably incorrect (this genus is AM, most reports of this species are AM; in this study 23% reports conflict with predictions)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leptadenia reticulata,,AM; others not addressed,8.32,McGonigle et al. 1990: RLC (%),,,,,,,,,,,Leho Tedersoo,in this study 23% reports conflict with predictions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lysiloma latisiliquum,,AM; others not addressed,64.73,McGonigle et al. 1990: RLC (%),,,,,,,,,,,Leho Tedersoo,in this study 23% reports conflict with predictions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leucas aspera,,AM; others not addressed,70.56,McGonigle et al. 1990: RLC (%),,,,,,,,,,,Leho Tedersoo,in this study 23% reports conflict with predictions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leucas biflora,,AM; others not addressed,59.45,McGonigle et al. 1990: RLC (%),,,,,,,,,,,Leho Tedersoo,in this study 23% reports conflict with predictions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhuca longifolia,,non-AM; others not addressed,0,McGonigle et al. 1990: RLC (%),,,,,,,,,,,Leho Tedersoo,"probably incorrect (this genus is AM, most reports of this species are AM; in this study 23% reports conflict with predictions)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Melia azedarach,,non-AM; others not addressed,0,McGonigle et al. 1990: RLC (%),,,,,,,,,,,Leho Tedersoo,"probably incorrect (this genus is AM, most reports of this species are AM; in this study 23% reports conflict with predictions)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Merremia tridentata,,AM; others not addressed,82.33,McGonigle et al. 1990: RLC (%),,,,,,,,,,,Leho Tedersoo,in this study 23% reports conflict with predictions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnolia champaca,,non-AM; others not addressed,0,McGonigle et al. 1990: RLC (%),,,,,,,,,,,Leho Tedersoo,"probably incorrect (this genus is AM, most reports of this species are AM; in this study 23% reports conflict with predictions)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Micrococca mercurialis,,AM; others not addressed,53.7,McGonigle et al. 1990: RLC (%),,,,,,,,,,,Leho Tedersoo,in this study 23% reports conflict with predictions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Millingtonia hortensis,,AM; others not addressed,61.08,McGonigle et al. 1990: RLC (%),,,,,,,,,,,Leho Tedersoo,in this study 23% reports conflict with predictions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimosa pudica,,AM; others not addressed,72.21,McGonigle et al. 1990: RLC (%),,,,,,,,,,,Leho Tedersoo,in this study 23% reports conflict with predictions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimusops elengi,,non-AM; others not addressed,0,McGonigle et al. 1990: RLC (%),,,,,,,,,,,Leho Tedersoo,in this study 23% reports conflict with predictions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mirabilis jalapa,,non-AM; others not addressed,0,McGonigle et al. 1990: RLC (%),,,,,,,,,,,Leho Tedersoo,in this study 23% reports conflict with predictions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mollugo nudicaulis,,non-AM; others not addressed,0,McGonigle et al. 1990: RLC (%),,,,,,,,,,,Leho Tedersoo,in this study 23% reports conflict with predictions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mollugo pentaphylla,,non-AM; others not addressed,0,McGonigle et al. 1990: RLC (%),,,,,,,,,,,Leho Tedersoo,in this study 23% reports conflict with predictions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cucumis leiospermus,,non-AM; others not addressed,0,McGonigle et al. 1990: RLC (%),,,,,,,,,,,Leho Tedersoo,probably incorrect (this genus is AM; in this study 23% reports conflict with predictions),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Murdannia semiteres,,non-AM; others not addressed,0,McGonigle et al. 1990: RLC (%),,,,,,,,,,,Leho Tedersoo,in this study 23% reports conflict with predictions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ocimum basilicum,,AM; others not addressed,25.76,McGonigle et al. 1990: RLC (%),,,,,,,,,,,Leho Tedersoo,in this study 23% reports conflict with predictions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ocimum basilicum,,AM; others not addressed,64.21,McGonigle et al. 1990: RLC (%),,,,,,,,,,,Leho Tedersoo,in this study 23% reports conflict with predictions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ocimum basilicum,,non-AM; others not addressed,0,McGonigle et al. 1990: RLC (%),,,,,,,,,,,Leho Tedersoo,"probably incorrect (this genus is AM, most reports of this species are AM; in this study 23% reports conflict with predictions)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oplismenus compositus,,AM; others not addressed,34.53,McGonigle et al. 1990: RLC (%),,,,,,,,,,,Leho Tedersoo,in this study 23% reports conflict with predictions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opuntia dillenii,,AM; others not addressed,37.67,McGonigle et al. 1990: RLC (%),,,,,,,,,,,Leho Tedersoo,in this study 23% reports conflict with predictions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orthosiphon thymiflorus,,non-AM; others not addressed,0,McGonigle et al. 1990: RLC (%),,,,,,,,,,,Leho Tedersoo,in this study 23% reports conflict with predictions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orthosiphon thymiflorus,,non-AM; others not addressed,0,McGonigle et al. 1990: RLC (%),,,,,,,,,,,Leho Tedersoo,in this study 23% reports conflict with predictions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
